course_name,course_url,course_logo_url,category,difficulty,description,rating,enrollment_count
Guidance processes in Vocational Education and Training,https://www.coursera.org/learn/guidance-processes-in-vocational-education-and-training,https://s3.amazonaws.com/coursera-course-photos/7d/897c3b97ff40b19529573abb896d0e/Logo-VET.png,Education and Training,BEGINNER,"Needs Assessment, Student Engagement, Mentorship, Lifelong Learning, Curriculum Development, Personal Development, Collaboration, Relationship Building",5,1
Gestión del agua para las ciudades del futuro,https://www.coursera.org/learn/gestion-del-agua-para-las-ciudades-del-futuro,https://s3.amazonaws.com/coursera-course-photos/96/0ad40c65fe4b3a9da74d1b44f311c5/Banner-para-coursera-Gestion-del-agua-ciudades-futuro.png,Water Resources,BEGINNER,"Environment and Resource Management, Environmental Resource Management, Public Works, Natural Resource Management, Civil Engineering, Environment, Community Development, Governance, Economic Development, Innovation",5,3
Doing Business in Latin America,https://www.coursera.org/learn/business-latam,https://s3.amazonaws.com/coursera-course-photos/72/c8fcaa9d234f8c858690bbd2ae26d4/Mesa-de-trabajo-2.png,Innovation,BEGINNER,"Economic Development, Corporate Sustainability, Environmental Social And Corporate Governance (ESG), Business Strategy, Global Marketing, International Finance, Corporate Strategy, Entrepreneurship, Business Development, Competitive Analysis, Natural Resource Management, Growth Strategies, Economics, Business Technologies",4.8,10
Introduction to the Orbital Perspective,https://www.coursera.org/learn/orbitalperspective,https://s3.amazonaws.com/coursera-course-photos/8c/e752d0e11211e6999da114522a035d/Earthrise.jpg,Intercultural Competence,BEGINNER,"Teamwork, Empathy, Diversity Awareness, Visionary, Cooperation, Cultural Diversity, Collaboration, Critical Thinking and Problem Solving, Systems Thinking, Strategic Planning, Diplomacy, International Relations, Environment, Planning, Innovation, Empowerment, Community Development, Advocacy, Corporate Sustainability",4.4,23
中日文化交流史,https://www.coursera.org/learn/zhongri-jiaoliushi,https://s3.amazonaws.com/coursera-course-photos/09/3073f0234711e7b98e695814f58d96/1200x1200___.png,,BEGINNER,,4.7,40
家庭社会学导论,https://www.coursera.org/learn/jiating-shehui-xue,https://s3.amazonaws.com/coursera-course-photos/4e/2a8b304d3311e5934e61bd940be111/_____-01.jpg,Sociology,BEGINNER,"Social Sciences, Culture, Socioeconomics, Qualitative Research, Research Methodologies, Cultural Diversity, Demography, Survey Creation, Data Collection, Interviewing Skills",4.2,6
Implementando la acción climática,https://www.coursera.org/learn/implementando-la-accion-climatica,https://s3.amazonaws.com/coursera-course-photos/81/05a8a4e5ac4da2b54a8b495f9aafdf/Banners-cambio-climatico_instagram-post.png,Environmental Issue,BEGINNER,"Environmental Policy, Public Administration, Natural Resource Management, Environmental Resource Management, Governance, Economic Development, International Relations, Mitigation, Public Policies, Risk Management, Social Justice, Corporate Sustainability, Finance, Innovation, Stakeholder Engagement",,0
Capitalismo Consciente,https://www.coursera.org/learn/capitalismo-consciente,https://s3.amazonaws.com/coursera-course-photos/9e/12c470bb8611e59263950a70476197/banner.png,Corporate Sustainability,MIXED,"Organizational Leadership, Business Leadership, Business Ethics, Strategic Leadership, Systems Thinking, Business Priorities, Stakeholder Engagement, Socioeconomics, Business Transformation, Leadership, Ethical Standards And Conduct, Organizational Change, Employee Engagement, Culture",4.5,326
Flight mechanics - Propulsive balance and energy,https://www.coursera.org/learn/flight-mecha-balance,https://s3.amazonaws.com/coursera-course-photos/bf/4fc961bf0f41e8a9427f688f87ba69/randy-fath-h7JZkeiSdg0-unsplash-green-propulsion.jpg,Thermal Management,INTERMEDIATE,"Mechanics, Engineering Analysis, Engineering Calculations, Engineering, Mathematical Modeling, Physics",4.6,46
营养与健康,https://www.coursera.org/learn/yingyang-jiankang,https://s3.amazonaws.com/coursera-course-photos/76/93a190099211e5a43f6d32d0baebb7/_____________.jpg,Preventative Care,MIXED,"Food and Beverage, Primary Care, Health Assessment, Food Quality Assurance And Control",4.3,141
UX writing para principiantes,https://www.coursera.org/learn/ux-writing-principiantes,https://s3.amazonaws.com/coursera-course-photos/a0/c02410904c401aa013fa6bae6640db/_UX-writing-basico-Fundamentos-de-UX-writing_.jpg,User Experience,INTERMEDIATE,"User Experience Design, User Research, User Centered Design, Copywriting, Content Creation, Diversity and Inclusion, Storytelling, Writing, Concision",5,2
Enhance your Writing with Adjective Clauses,https://www.coursera.org/learn/english-writing-grammar-adjective-clauses,https://s3.amazonaws.com/coursera-course-photos/45/d420e1639647daaaf37dfaad0ff621/C2_pexels-photo-6084520.jpeg,Grammar,INTERMEDIATE,"Editing, Peer Review, Writing",4.8,19
Serverless Data Processing with Dataflow: Develop Pipelines,https://www.coursera.org/learn/developing-pipelines-on-dataflow,https://s3.amazonaws.com/coursera-course-photos/8c/b014933b2c41eba97659a328433af1/logo.jpeg,Dataflow,ADVANCED,"Data Pipelines, Data Processing, Real Time Data, Serverless Computing, Data Transformation, Jupyter, SQL",4.0,40
Emprendimientos creativos,https://www.coursera.org/learn/emprendimientos-creativos,https://s3.amazonaws.com/coursera-course-photos/35/df64b4f7e041a1a05856ceff0c25ff/1200x1200.png,Entrepreneurship,BEGINNER,"Design Thinking, Entrepreneurial Finance, Innovation, New Business Development, Financial Management, Business Planning, Lean Methodologies, Creativity, Project Finance, Business, Fundraising",4.7,371
Data Visualization with Python,https://www.coursera.org/learn/data-visualization-python,https://s3.amazonaws.com/coursera-course-photos/18/0497cc551d4abcb34fb9e1cb57c40f/14.png,Data Visualization Software,INTERMEDIATE,"Data Visualization, Data Storytelling, Interactive Data Visualization, Plotly, Matplotlib, Dashboard, Seaborn, Tableau Software, Scatter Plots, Spreadsheet Software, Histogram, Google Sheets, Microsoft Excel, Business Intelligence Software, Pandas (Python Package)",4.0,21
Matemática para Negocios ,https://www.coursera.org/learn/matematica-para-negocios,https://s3.amazonaws.com/coursera-course-photos/2d/f9d3f13eb94c31a0c3d1a511762e23/matematica-para-negocios-principal.jpg,Business Mathematics,BEGINNER,"Profit and Loss (P&L) Management, Income Statement, Graphing, Financial Analysis, Business Metrics, Business Analysis, Accounting, Arithmetic, Algebra, Sales",4,1
Project Development in Python,https://www.coursera.org/learn/microsoft-devops-agile-practices-in-python-development,https://s3.amazonaws.com/coursera-course-photos/13/6d167168c144f8b0caa23dab88b58e/Image_1200x1200.png,DevOps,BEGINNER,"Agile Methodology, Application Deployment, Docker (Software), Project Management, Continuous Integration, Technical Communication, Needs Assessment, Prometheus (Software), Business Requirements, Python Programming, Natural Language Processing, Collaboration, Communication, Professional Networking, Interviewing Skills",,0
How Music Can Change Your Life,https://www.coursera.org/learn/music-life,https://s3.amazonaws.com/coursera-course-photos/ae/3658f0e0c311e599350d8e39185357/MOOC-Logo-_01_.jpg,Cultural Diversity,BEGINNER,"Cultural Responsiveness, Community Development, Behavioral Health, Community Mental Health Services, Creativity, Psychotherapy, Mental Health, Physical Therapy, Occupational Therapy, Education and Training, Human Learning, Mental and Behavioral Health Specialties, Interpersonal Communications, Clinical Psychology, Research, Program Evaluation",4.7,175
GenAI for Dynamic Advertising and Media Buying,https://www.coursera.org/learn/genai-for-dynamic-advertising-and-media-buying,https://s3.amazonaws.com/coursera-course-photos/03/3b142eff5140a79ae46110442fae52/_Batch-9-1200-x-1200-px-18-.png,Advertising Campaigns,INTERMEDIATE,"Media Buying, Advertising, Data Ethics, Campaign Management, Marketing Automation, Web Analytics, Media Planning, Performance Analysis, Automation, Media Strategy, Content Creation, A/B Testing, Return On Investment, Personalized Service, Information Privacy, Budget Management",,0
Climate Change in Water and Sanitation Utilities,https://www.coursera.org/learn/climate-change-in-water-and-sanitation-utilities,https://s3.amazonaws.com/coursera-course-photos/d5/0de53c7666451bb4efc65ae5d6701c/tamanos-Coursera_1200-X-1200.png,Sanitation,BEGINNER,"Water Resources, Civil Engineering, Environmental Resource Management, Waste Minimization, Mitigation, Risk Management, Environment, Environmental Monitoring, Risk Analysis, Process Analysis, Vulnerability, Engineering Analysis",4.8,4
Data Visualization in R with ggplot2,https://www.coursera.org/learn/jhu-data-visualization-r,https://s3.amazonaws.com/coursera-course-photos/59/bc90d85fbb4e9287c50183d88e6588/Data_Visualization-600x600.gif,Ggplot2,INTERMEDIATE,"Scatter Plots, Plot (Graphics), Data Visualization, Data Visualization Software, Heat Maps, R Programming, Graphing, Data Wrangling, Graphics Software",4.9,123
Estima la carga de trabajo de tu equipo,https://www.coursera.org/learn/estima-la-carga-de-trabajo-de-tu-equipo,https://s3.amazonaws.com/coursera-course-photos/f0/eaf52bb7b14c278a344fc846d26ec9/Estima-adecuadamente-la-capacidad-de-tu-equipo---Alejandro-Lopez-Flores.jpg,Sprint Planning,INTERMEDIATE,"Project Estimation, Estimation, Backlogs, Agile Methodology, Agile Project Management, Kanban Principles, User Story, Team Management, Project Planning",,0
Analysis and Visualization of Data with Power BI,https://www.coursera.org/learn/analysis-and-visualization-of-data-with-power-bi,https://s3.amazonaws.com/coursera-course-photos/09/dfca8912e2441eb1795911a0e67d5e/Course-5.png,Dashboard,BEGINNER,"Power BI, Data Storytelling, Interactive Data Visualization, Data Visualization Software, Business Intelligence, Advanced Analytics, Microsoft Power Platform, Data Analysis, Web Content Accessibility Guidelines, Time Series Analysis and Forecasting",4.5,4
Linux: Introduction to Shell Scripting for DevOps,https://www.coursera.org/projects/intro-shell-bash-scripting-devops,https://s3.amazonaws.com/coursera-course-photos/8b/f6226c67634a8e9c49f1c9dfb62dbd/LINUX-SHELL-SCRIPTING-SMALL.png,Bash (Scripting Language),INTERMEDIATE,"Shell Script, Linux, Scripting, Unix Commands, DevOps, File Management, Unix, Command-Line Interface",4.6,71
Introduction to Integrative Nursing,https://www.coursera.org/learn/intergrative-nursing-introduction,https://s3.amazonaws.com/coursera-course-photos/8f/cafab011d74e80935afde8aca53975/Integrative-Nursing_Integrative-Nursing.png,Nursing Practices,BEGINNER,"Nursing Management, Clinical Leadership, Nursing, Nursing Process, Nursing Care, Clinical Nursing, Health Assessment, Patient Treatment, Patient Education and Support, Preventative Care, Patient Safety",4.7,89
IIBA® Certification of Capability in Business Analysis™ (CCBA®) Exam Prep,https://www.coursera.org/learn/certification-of-capability-in-business-analysis,https://s3.amazonaws.com/coursera-course-photos/51/b879900b1d4ac59d53d85405dc4d29/BATCH-5-1200-x-1200-px-6-.png,Stakeholder Communications,INTERMEDIATE,"Business Analysis, Stakeholder Management, Requirements Management, Requirements Analysis, Business Requirements, Change Requests, Solution Delivery, Systems Analysis, Business Process, Process Analysis, Business Strategies, Project Management, Business Process Modeling, Feasibility Studies, Root Cause Analysis, Verification And Validation, Communication Strategies, Risk Management, Prioritization",3,2
Nessus Scanner - Network Scanning from Beginner to Advanced,https://www.coursera.org/learn/packt-nessus-scanner-network-scanning-from-beginner-to-advanced-le5ub,https://s3.amazonaws.com/coursera-course-photos/e4/3d7e3e65b84bb6af34706a60a24c3e/V19905.jpg,Vulnerability Assessments,BEGINNER,"Vulnerability Scanning, Cyber Security Assessment, Penetration Testing, Network Security, Security Testing, Network Monitoring, Software Installation, System Configuration, Microsoft Windows, Linux, Integration Testing, Operating Systems",5,2
Optimizing Your Google Cloud Costs,https://www.coursera.org/learn/gcp-cost-optimization,https://s3.amazonaws.com/coursera-course-photos/3f/74145f17034bc598a5d620d749677a/Logo.png,Cost Control,INTERMEDIATE,"Google Cloud Platform, Cost Management, Cloud Infrastructure, Serverless Computing, Budget Management, Expense Management, System Monitoring, Virtual Machines, Query Languages, Performance Tuning, Resource Management",4.5,31
"Introduction to the Nonprofit Sector, Nonprofit Organizations, Nonprofit Leadership and Governance",https://www.coursera.org/learn/nonprofit-organizations,https://s3.amazonaws.com/coursera-course-photos/a8/0ad8607b3e11e58b336319f7f9c90a/banner-image-without-tex-1t.jpg,Peer Review,MIXED,"Governance, Non-Profit Accounting, Leadership and Management, Interactive Learning, Philanthropy, Organizational Effectiveness, Performance Review, Organizational Leadership, Community Development, Leadership, Decision Making",4.4,194
Step into RPA,https://www.coursera.org/learn/step-into-rpa,https://s3.amazonaws.com/coursera-course-photos/a9/26653ab97c4a1abb8d22fbcc408e17/UiPath_reboot_work_logo_1200x1200.png,Robotic Process Automation,BEGINNER,"Web Scraping, Business Process Automation, Automation, Data Import/Export, Microsoft Excel, Workflow Management, User Interface (UI), Development Environment",3.8,8
AWS Cloud Practitioner (CLF-C02),https://www.coursera.org/learn/aws-cloud-practitioner-clf-c02,https://s3.amazonaws.com/coursera-course-photos/f7/32f625316d4ee5916688f26d43a298/AWS_CLOUD_PRACT_NEW.png,Amazon Web Services,BEGINNER,"Public Cloud, Cloud Computing, Amazon Elastic Compute Cloud, AWS Identity and Access Management (IAM), Cloud Platforms, Cloud Services, Cloud Infrastructure, Cloud Security, Amazon S3, Data Storage, Artificial Intelligence and Machine Learning (AI/ML), Scalability",,0
GenAI for Sales Teams,https://www.coursera.org/learn/genai-for-sales-teams,https://s3.amazonaws.com/coursera-course-photos/b1/1fac3c572849dfa903da43489232da/Batch-7-1200-x-1200-px-3-.png,Sales Enablement,BEGINNER,"Sales Strategy, Sales Process, Sales Management, Sales Development, Customer Engagement, Sales, Data-Driven Decision-Making, Customer Insights, Customer Relationship Management (CRM) Software, Data Ethics, Business Process Automation, Accountability, Automation, Business Ethics",3.5,4
Mastering AI Agents for Databases,https://www.coursera.org/learn/packt-mastering-ai-agents-for-databases-xucya,https://s3.amazonaws.com/coursera-course-photos/4a/1e973c1d254c36a8e6dcf8308317e7/V31733.jpg,Development Environment,INTERMEDIATE,"Artificial Intelligence, Database Management, SQL, Database Application, Databases, Query Languages, OpenAI, Generative AI, Data Processing, Application Programming Interface (API), Automation, Natural Language Processing",5,1
Selenium WebDriver Advanced - Complete Framework,https://www.coursera.org/learn/packt-selenium-webdriver-advanced-complete-framework-pio0y,https://s3.amazonaws.com/coursera-course-photos/4e/68b5b786be489aa0c38f44eee8807b/V19159.jpg,Selenium (Software),ADVANCED,"Git (Version Control System), GitHub, Jenkins, Continuous Integration, Test Automation, Test Data, Test Case, IntelliJ IDEA, Application Frameworks, Development Environment, Apache Maven, Browser Compatibility, Maintainability, Debugging",,0
Learning for a Sustainable Future,https://www.coursera.org/learn/learning-for-a-sustainable-future,https://s3.amazonaws.com/coursera-course-photos/d0/ba2e64176f47ff839aa7d66cd3a99d/1080x1080-PNG-for-Facebook-.png,Teaching,BEGINNER,"Action Oriented, Systems Thinking, Environment, Collaboration, Education and Training, Social Studies, Empowerment, Visionary, Personal Development, Cultural Diversity, Planning, Decision Making",4.8,147
The Power of Markets I: The Basics of Supply and Demand and Consumer Behavior ,https://www.coursera.org/learn/market-power,https://s3.amazonaws.com/coursera-course-photos/1b/6e48d93b68c3914167c54a540c27e2/MarketsIcon_v1.jpg,Supply And Demand,BEGINNER,"Market Dynamics, Economics, Consumer Behaviour, Resource Allocation, Cost Benefit Analysis, Market Analysis, Policy Analysis, Decision Making, Investment Management",4.6,262
Oracle SQL Performance Tuning,https://www.coursera.org/learn/oracle-sql-performance,https://s3.amazonaws.com/coursera-course-photos/1d/793bf8f9e24e22b420826799d62811/Oracle---Logo.jpg,Oracle Databases,INTERMEDIATE,"Performance Tuning, SQL, Query Languages, Database Design, Stored Procedure, Database Management, Data Storage",4.8,41
GenAI for Clinical Documentation,https://www.coursera.org/learn/genai-for-clinical-documentation,https://s3.amazonaws.com/coursera-course-photos/d4/782b41424e4d34a2d8ddab05c9331f/_Batch-9-1200-x-1200-px-25-.png,Data Ethics,INTERMEDIATE,"Medical Records, Health Information Management and Medical Records, Electronic Medical Record, Healthcare Industry Knowledge, Automation, System Implementation, Innovation, Continuous Quality Improvement (CQI), Information Privacy",,0
Qlik Sense - Advanced,https://www.coursera.org/learn/packt-qlik-sense-advanced-fipri,https://s3.amazonaws.com/coursera-course-photos/69/151f3096e2478ea7735d2796dacc8f/V21661.jpg,Scripting,INTERMEDIATE,"Spatial Analysis, Geographic Information Systems, Geospatial Mapping, Data Visualization Software, Interactive Data Visualization, Dashboard, Exploratory Data Analysis, Cascading Style Sheets (CSS), Data Import/Export, Data Integration",,0
FinTech and the Transformation in Financial Services,https://www.coursera.org/learn/fintech-transformation-financial-services,https://s3.amazonaws.com/coursera-course-photos/b3/7eee20930111e78c421142426ac0a7/Slide1.jpg,FinTech,BEGINNER,"Payment Systems, Financial Services, International Finance, Mobile Banking, Digital Transformation, Blockchain, Financial Regulations, Financial Market, Banking, Emerging Technologies, Fundraising and Crowdsourcing",4.3,1161
Digital Marketing Analytics,https://www.coursera.org/learn/smiths-digital-marketing-analytics,https://s3.amazonaws.com/coursera-course-photos/6f/d0358298ed48c8a93a1a636b5d906f/DMAsset-1.jpg,Marketing Analytics,BEGINNER,"Web Analytics, Search Engine Optimization, Analytics, Search Engine Marketing, Digital Marketing, Data-Driven Decision-Making, A/B Testing, Big Data, Customer Analysis, Predictive Analytics, Artificial Intelligence and Machine Learning (AI/ML), Consumer Behaviour, Advertising",5,2
"Data Ingestion, Exploration & Visualization in Qlik Sense",https://www.coursera.org/learn/data-ingestion-exploration--visualization-in-qlik-sense,https://s3.amazonaws.com/coursera-course-photos/27/378cc12665444ab2bb9e03408a4f00/1.png,Data Visualization Software,INTERMEDIATE,"Data Modeling, Dashboard, Interactive Data Visualization, Data Transformation, Data Cleansing, Data Import/Export, Exploratory Data Analysis, Data Analysis, Key Performance Indicators (KPIs)",4.9,9
Build a Data Warehouse in AWS,https://www.coursera.org/learn/build-data-warehouse-in-aws,https://s3.amazonaws.com/coursera-course-photos/e3/4c5d4635e74dbda8748874fd64a275/Logo_Build-a-data-warehouse-in-AWS.jpg,Amazon Redshift,INTERMEDIATE,"Extract, Transform, Load, Amazon Web Services, Data Warehousing, Amazon S3, AWS Identity and Access Management (IAM), Data Storage, Performance Tuning, Data Architecture, Amazon Elastic Compute Cloud, Data Integration, PostgreSQL, Cloud Security, Cloud Computing, SQL, Serverless Computing",4,2
Online Advertising & Social Media,https://www.coursera.org/learn/online-advertising--social-media,https://s3.amazonaws.com/coursera-course-photos/1d/649024824d498b83fa5264dcda8e85/DMAsset-1.jpg,Advertising,BEGINNER,"Analytics, Big Data, Social Media Strategy, Social Media, Social Media Marketing, Data-Driven Decision-Making, Advertising Campaigns, Marketing Communications, Return On Investment, Digital Marketing, Descriptive Analytics, Media Planning, Law, Regulation, and Compliance, Trend Analysis, Customer Engagement, Text Mining, Business Ethics, Information Privacy",,0
Academic Information Seeking,https://www.coursera.org/learn/academicinfoseek,https://s3.amazonaws.com/coursera-course-photos/b6/54d950821b11e59c8f43b5e6130a32/KB_vignet.jpg,Research,MIXED,"Critical Thinking, Record Keeping, Data Collection, Document Management, Research Methodologies, Information Management",4.7,727
Designing Learning Innovation: an introduction,https://www.coursera.org/learn/designing-learning-innovation-intro,https://s3.amazonaws.com/coursera-course-photos/da/cdaf11e7ea43c38c127d6f9c8de002/PID101_covers.jpg,Teaching,BEGINNER,"Pedagogy, Course Development, Student Engagement, Instructional and Curriculum Design, Instructional Strategies, Curriculum Development, Student-Centred Learning, Innovation, Learning Theory, Quality Assessment, Infographics",4.9,10
Application Modernization for Enterprise Systems,https://www.coursera.org/learn/application-modernization-for-enterprise-systems,https://s3.amazonaws.com/coursera-course-photos/32/75281a7ded469ba72e9bd9b5bf8a0d/2021104-Z-OS-2-5-26126-444x320.jpg,Event-Driven Programming,BEGINNER,"DevOps, Data Integration, IBM Cloud, Hybrid Cloud Computing, CI/CD, Cloud Applications, Application Deployment, Data Access, Development Environment, Microservices, Application Programming Interface (API)",5,7
Value Creation for Corporate Strategy,https://www.coursera.org/learn/value-creation-for-corporate-strategy,https://s3.amazonaws.com/coursera-course-photos/58/0fa2b30aa34f5da29f4827105b31d5/21.png,Strategic Decision-Making,BEGINNER,"Corporate Strategy, Value Propositions, Strategic Sourcing, Business Strategies, Business Strategy, Supply Chain, Business Valuation, Strategic Partnership, Mergers & Acquisitions, Operational Efficiency",4,2
Power Pivot Fundamentals,https://www.coursera.org/learn/learn-power-pivot,https://s3.amazonaws.com/coursera-course-photos/bd/90776371b546a6aa83a3b21a82b527/Union-Mark_navy-large.png,Dashboard,BEGINNER,"Star Schema, Pivot Tables And Charts, Data Analysis Expressions (DAX), Data Storytelling, Microsoft Excel, Data Modeling, Business Intelligence, Competitive Analysis, Data Presentation, Key Performance Indicators (KPIs), Business Metrics, Data Manipulation",4.8,16
How to Network: Leading Yourself to Lead Others,https://www.coursera.org/learn/how-to-network,https://s3.amazonaws.com/coursera-course-photos/2c/3fde5b0d554e648c2cdc21e47d0f44/activatepurpose_courseimage.png,Relationship Building,BEGINNER,"Professional Networking, Professional Development, Initiative and Leadership, Leadership, Business Leadership, Personal Development, Self-Awareness, Branding, Goal Setting, General Networking",4.7,34
GenAI for Front-End Developers,https://www.coursera.org/learn/genai-for-front-end-developers,https://s3.amazonaws.com/coursera-course-photos/2d/6fcde41ff04dbab7d6257c1129d241/Batch-7-1200-x-1200-px-.jpg,Front-End Web Development,INTERMEDIATE,"Data Ethics, Generative AI, Code Review, User Interface and User Experience (UI/UX) Design, Software Documentation, Web Development Tools, HTML and CSS, Artificial Intelligence, Development Testing, Responsive Web Design, Automation",4.8,8
Data Center Security Management with Microsoft System Center,https://www.coursera.org/learn/data-center-security-management-with-microsoft-system-center,https://s3.amazonaws.com/coursera-course-photos/dc/17eda6874349f0927e15106bf9d152/DCSM-logo.jpg,Incident Response,BEGINNER,"Data Centers, DevSecOps, Continuous Monitoring, System Monitoring, Threat Detection, Infrastructure Security, Microsoft Servers, IT Security Architecture, Information Technology Operations, Security Management, Payment Card Industry (PCI) Data Security Standards, Windows Servers, Microsoft Windows, IT Infrastructure, Systems Administration, Security Information and Event Management (SIEM), Security Testing, Disaster Recovery, IT Automation",4.8,12
Apple Certified Support Professional macOS 11,https://www.coursera.org/learn/packt-apple-certified-support-professional-macos-11-tn6yh,https://s3.amazonaws.com/coursera-course-photos/c1/a7537c71a443e9b2ba363011f6d7da/V31652.jpg,Mac OS,INTERMEDIATE,"User Accounts, Desktop Support, System Support, System Configuration, Software Installation, File Management, Data Management, Technical Support, Network Administration, Computer Networking, System Requirements, Computer Hardware, Encryption",5,1
Introduction to Next.js,https://www.coursera.org/learn/introduction-to-next-js,https://s3.amazonaws.com/coursera-course-photos/05/b90f273195420fad852ae40acc6279/_Batch-9-1200-x-1200-px-15-.png,JavaScript Frameworks,BEGINNER,"React.js, Application Development, Application Frameworks, Application Deployment, Web Applications, Front-End Web Development, Web Development, Routing Protocols, Responsive Web Design, Server Side, Scalability",4.4,7
Urbanisation and Health - Promoting  Sustainable Solutions,https://www.coursera.org/learn/urbanisation-health-promoting-sustainable-solutions,https://s3.amazonaws.com/coursera-course-photos/01/1f0718f43e4453a7d6a35f9a1cd07f/Urban_Health_logo_3.png,Community Development,MIXED,"Demography, Socioeconomics, Innovation, Public Policies, Pollution Prevention, Environment, Persuasive Communication, Health Assessment, Social Sciences",4.8,166
Justice and Equity in Technology Policy,https://www.coursera.org/learn/justice-and-equity-in-technology-policy,https://s3.amazonaws.com/coursera-course-photos/7d/e491f3da8e4dff9418c97977761cfb/raceequityscitech_coursethumbnails_04.jpg,Social Justice,BEGINNER,"Disabilities, Innovation, Economics, Policy, and Social Studies, Diversity Awareness, Socioeconomics, Human Centered Design, Policy Analysis, Diversity Equity and Inclusion Initiatives, Public Policies, Technology Solutions, Data Ethics, Social Sciences, Environmental Social And Corporate Governance (ESG), Technology Strategies, Research, Political Sciences, Policy Development, Advocacy, Governance",4.9,19
"현대 로봇공학, 강좌 5:  로봇 매니퓰레이션 및 차륜형 이동 로봇",https://www.coursera.org/learn/modernrobotics-course5-ko,https://s3.amazonaws.com/coursera-course-photos/27/048e90e5b911e7b8d1a77ee5607cd1/Coursera_Logo2.jpg,Machine Controls,INTERMEDIATE,"Mathematical Modeling, Mechanics, Mechanical Engineering, Simulation and Simulation Software, Engineering Calculations, Engineering Analysis, Computer Programming Tools, Linear Algebra",,0
Crisis Communications ,https://www.coursera.org/learn/crisis-communications,https://s3.amazonaws.com/coursera-course-photos/05/66f9556d784f2b8cc2e6c5b5f48dcf/iStock-20605936.jpg,Corporate Communications,BEGINNER,"Media Relations, Persuasive Communication, Crisis Management, Public Relations, Communication, Media Strategy, Communication Strategies, Public Speaking, Business Ethics, Leadership, Decision Making",4.7,41
"Reliability, Cloud Computing and Machine Learning",https://www.coursera.org/learn/reliability-cloud-computing-and-machine-learning,https://s3.amazonaws.com/coursera-course-photos/80/c73e0aad9c4af99657586b5fdbb94c/Screenshot-2024-11-20-125205.jpg,Data Warehousing,INTERMEDIATE,"Apache Hadoop, Transaction Processing, Distributed Computing, Database Systems, Relational Databases, Database Architecture and Administration, Cloud Computing, Big Data, Data Processing, Machine Learning, Scalability, Data Integrity, Disaster Recovery, Algorithms",4,1
Create the User Interface in Android Studio,https://www.coursera.org/learn/create-the-user-interface-android-studio,https://s3.amazonaws.com/coursera-course-photos/d2/e9e62da5d742b3acf15989839dd4f8/front-end-dev7.png,Android Studio,INTERMEDIATE,"Android Jetpack, Android Development, Responsive Web Design, Kotlin, Mobile Development, User Interface (UI) Design, User Interface (UI), Cross Platform Development, User Experience",4.6,139
Chinese Characters for beginner (2)    汉字(2),https://www.coursera.org/learn/hanzi-2,https://s3.amazonaws.com/coursera-course-photos/80/ae82d0e92d11e7b1b4e11b47a8c150/image024.jpg,Vocabulary,INTERMEDIATE,"Language Learning, Language Interpretation, Translation, and Studies, Literacy",4.7,190
AI in Workforce Management,https://www.coursera.org/learn/ai-in-workforce-management,https://s3.amazonaws.com/coursera-course-photos/55/2e6cc7f25e46f886972743c6945435/Batch-8-1200-x-1200-px-2-.png,Workforce Management,INTERMEDIATE,"Human Resource Strategy, Workflow Management, Human Resources, Workforce Planning, Business Process Automation, HR Tech, Performance Improvement, Strategic Decision-Making, Operational Efficiency, Business Process Improvement, Data-Driven Decision-Making, Employee Engagement, Performance Analysis, Business Strategy, Business Ethics, Compliance Management",4.8,5
Business Strategy: Value Proposition Essentials,https://www.coursera.org/learn/business-strategy-value-proposition-essentials,https://s3.amazonaws.com/coursera-course-photos/f3/03bd7c3ecf4031be17198d52893f4b/3-1-.png,Value Propositions,BEGINNER,"Product Knowledge, Business Marketing, Business Strategy, Business Modeling, Competitive Analysis, Storytelling, Innovation, Customer Analysis, Strategic Communication, Market Analysis",4.9,7
Design of Digital Circuits with VHDL Programming,https://www.coursera.org/learn/design-of-digital-circuits-with-vhdl-programming,https://s3.amazonaws.com/coursera-course-photos/e5/5f673628064c8eb751435f222cc459/VHDL.jpg,Field-Programmable Gate Array (FPGA),INTERMEDIATE,"Hardware Design, Electronic Hardware, Electronic Systems, Electrical and Computer Engineering, Computer Architecture, Computer Engineering, Verification And Validation, Computational Logic, Simulation and Simulation Software, Design Software, Functional Design, System Design and Implementation, Development Testing, Schematic Diagrams, Dataflow, Development Environment",4.8,8
New Technologies for Business Leaders,https://www.coursera.org/learn/new-technologies-business-leaders,https://s3.amazonaws.com/coursera-course-photos/6c/881b80e76211e7b439cf26760a3a80/DSC_0001.jpg,Digital Transformation,INTERMEDIATE,"Customer Engagement, Business Technologies, Augmented and Virtual Reality (AR/VR), Business Transformation, Technology Strategies, Business Marketing, Cross-Functional Collaboration, Customer Relationship Management, Internet Of Things, Emerging Technologies, Business Ethics, Customer Insights, Business Leadership, Blockchain, Artificial Intelligence",4.4,426
GenAI for Product Managers,https://www.coursera.org/learn/genai-for-product-managers,https://s3.amazonaws.com/coursera-course-photos/13/fddf6741c24040a364b12f4c2d9084/Batch-7-1200-x-1200-px-.png,Agile Product Development,BEGINNER,"Product Management, Generative AI, Product Development, New Product Development, Ideation, Data Ethics, Market Intelligence, Market Analysis, Technical Documentation, Project Documentation, Artificial Intelligence, Ethical Standards And Conduct",3.6,13
